Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
6.952208	0.161715	0.024257	0.072743	0.010911	0.025443	0.003816	-26.566821	4.719617	10.148564	5.124753	-164.282036	-38.196828	139.512168	73.492323	NaN	NaN	1.974901	1.035632	1.515571	0.463828	6.952208	0.013837	0.001384	6.952208	0.027500	0.002750	6586.106445	261.160217	40769.492187	6.952208	0.008602	0.000860	6.952208	0.002219	0.000222	0.000000	0.000000	6.952208	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	74.558731	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003664	0.000687	0.000042
6.959679	0.159289	0.023893	0.073195	0.010979	0.025407	0.003811	-19.343433	4.586454	11.959328	5.104361	-121.435880	-34.071260	163.388956	73.917346	NaN	NaN	1.922223	1.008008	1.526503	0.467174	6.959679	0.013787	0.001379	6.959679	0.026965	0.002696	6593.578125	261.128143	40728.394531	6.959679	0.008614	0.000861	6.959679	0.002490	0.000249	0.000000	0.000000	6.959679	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	153.335937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003661	0.000687	0.000042
6.967151	0.155723	0.023358	0.072758	0.010914	0.025340	0.003801	-16.767257	4.531152	6.518891	5.147337	-107.673546	-33.279427	89.596441	72.010866	NaN	NaN	1.881056	0.986420	1.521716	0.465709	6.967151	0.013805	0.001381	6.967151	0.027158	0.002716	6601.049316	261.096100	40687.296875	6.967151	0.008590	0.000859	6.967151	0.001950	0.000195	0.000000	0.000000	6.967151	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	198.288101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003658	0.000686	0.000042
6.974622	0.153381	0.023007	0.070590	0.010589	0.025359	0.003804	-16.106669	4.520156	8.385879	5.108995	-105.010837	-33.415583	118.796896	74.536961	NaN	NaN	1.918385	1.005995	1.476942	0.452006	6.974622	0.013805	0.001381	6.974622	0.027160	0.002716	6608.520996	261.064026	40646.199219	6.974622	0.008596	0.000860	6.974622	0.002094	0.000209	0.000000	0.000000	6.974622	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	200.306412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003654	0.000686	0.000042
6.982094	0.153026	0.022954	0.070193	0.010529	0.025193	0.003779	-14.676003	4.522392	13.614435	5.056141	-95.905268	-32.868469	193.956195	77.685152	NaN	NaN	1.926588	1.010297	1.478312	0.452425	6.982094	0.013837	0.001384	6.982094	0.027492	0.002749	6615.992187	261.031982	40605.101562	6.982094	0.008574	0.000857	6.982094	0.001595	0.000160	0.000000	0.000000	6.982094	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-68.879349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003651	0.000685	0.000041
6.989565	0.151721	0.022758	0.069697	0.010455	0.025119	0.003768	-15.183860	4.520425	18.294803	5.119196	-100.077693	-33.362476	262.489593	83.336833	NaN	NaN	1.922945	1.008386	1.472312	0.450589	6.989565	0.013887	0.001389	6.989565	0.028017	0.002802	6623.463867	260.999939	40564.003906	6.989565	0.008556	0.000856	6.989565	0.001208	0.000121	0.000000	0.000000	6.989565	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-73.669319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003648	0.000684	0.000041
6.997037	0.154024	0.023104	0.068673	0.010301	0.025124	0.003769	-17.147124	4.492790	21.774124	5.032445	-111.327934	-33.611346	317.070349	87.362316	NaN	NaN	1.996787	1.047109	1.450675	0.443967	6.997037	0.013878	0.001388	6.997037	0.027920	0.002792	6630.935059	260.967865	40522.910156	6.997037	0.008535	0.000854	6.997037	0.000762	0.000076	0.000000	0.000000	6.997037	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	119.547470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003645	0.000684	0.000041
7.004508	0.151511	0.022727	0.068360	0.010254	0.025107	0.003766	-16.065776	4.495583	19.761190	5.062686	-106.037286	-33.666004	289.075775	85.819505	NaN	NaN	1.967414	1.031706	1.445078	0.442254	7.004508	0.013888	0.001389	7.004508	0.028030	0.002803	6638.406738	260.935822	40481.812500	7.004508	0.008534	0.000853	7.004508	0.000743	0.000074	0.000000	0.000000	7.004508	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	120.391121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003641	0.000683	0.000041
7.011980	0.156669	0.023500	0.068867	0.010330	0.025396	0.003809	-6.358191	4.638303	26.916451	5.190264	-40.583547	-30.225097	390.845716	95.483940	NaN	NaN	2.031902	1.065523	1.439215	0.440460	7.011980	0.013939	0.001394	7.011980	0.028568	0.002857	6645.877930	260.903748	40440.714844	7.011980	0.008512	0.000851	7.011980	0.000264	0.000026	0.000000	0.000000	7.011980	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-81.384949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003638	0.000683	0.000041
7.019451	0.151424	0.022714	0.067332	0.010100	0.025190	0.003779	-8.705686	4.651411	24.429856	5.221726	-57.492249	-31.905453	362.825290	94.742800	NaN	NaN	2.003437	1.050596	1.418445	0.434103	7.019451	0.013913	0.001391	7.019451	0.028289	0.002829	6653.349609	260.871704	40399.617187	7.019451	0.008520	0.000852	7.019451	0.000438	0.000044	0.000000	0.000000	7.019451	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-154.321030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003635	0.000682	0.000041
7.026923	0.151463	0.022719	0.066465	0.009970	0.024945	0.003742	-4.259963	4.650762	25.125578	5.214783	-28.125489	-30.994127	378.029726	96.805499	NaN	NaN	2.036139	1.067745	1.413840	0.432694	7.026923	0.013967	0.001397	7.026923	0.028865	0.002887	6660.821289	260.839630	40358.519531	7.026923	0.008555	0.000855	7.026923	0.001211	0.000121	0.000000	0.000000	7.026923	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-315.163757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003632	0.000681	0.000041
7.034394	0.155506	0.023326	0.066941	0.010041	0.024891	0.003734	-3.563030	4.644916	25.995180	5.214286	-22.912531	-30.066823	388.330140	97.264877	NaN	NaN	2.083605	1.092636	1.427253	0.436799	7.034394	0.014015	0.001402	7.034394	0.029375	0.002938	6668.292480	260.807587	40317.421875	7.034394	0.008542	0.000854	7.034394	0.000934	0.000093	0.000000	0.000000	7.034394	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-175.183502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003628	0.000681	0.000041
7.041866	0.163998	0.024600	0.066265	0.009940	0.024845	0.003727	-4.705011	4.626309	21.320611	5.300633	-28.689364	-28.535828	321.747444	93.422981	NaN	NaN	2.240140	1.174723	1.415294	0.433139	7.041866	0.014018	0.001402	7.041866	0.029401	0.002940	6675.764160	260.775543	40276.324219	7.041866	0.008529	0.000853	7.041866	0.000661	0.000066	0.000000	0.000000	7.041866	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-144.881119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003625	0.000680	0.000041
7.049337	0.166102	0.024915	0.065773	0.009866	0.024902	0.003735	-4.956850	4.620173	23.093525	5.280302	-29.842217	-28.173175	351.107679	96.013786	NaN	NaN	2.290057	1.200899	1.401263	0.428845	7.049337	0.014054	0.001405	7.049337	0.029776	0.002978	6683.235352	260.743469	40235.230469	7.049337	0.008520	0.000852	7.049337	0.000478	0.000048	0.000000	0.000000	7.049337	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	475.456299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003622	0.000680	0.000041
7.056808	0.175069	0.026260	0.066166	0.009925	0.025120	0.003768	-3.121977	4.634210	19.258532	5.260480	-17.832860	-26.605607	291.064813	90.703592	NaN	NaN	2.405324	1.261345	1.397269	0.427623	7.056808	0.014078	0.001408	7.056808	0.030034	0.003003	6690.707031	260.711426	40194.128906	7.056808	0.008489	0.000849	7.056808	-0.000180	-0.000018	0.000000	0.000000	7.056808	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727.369019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003619	0.000679	0.000041
7.064280	0.179542	0.026931	0.066134	0.009920	0.025146	0.003772	-0.090935	4.649309	21.673852	5.285689	-0.506484	-25.895434	327.727929	93.832419	NaN	NaN	2.468900	1.294684	1.395056	0.426945	7.064280	0.014114	0.001411	7.064280	0.030421	0.003042	6698.178223	260.679382	40153.035156	7.064280	0.008489	0.000849	7.064280	-0.000177	-0.000018	0.000000	0.000000	7.064280	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	112022.062500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003615	0.000678	0.000041
7.071751	0.177937	0.026691	0.065830	0.009874	0.024972	0.003746	-0.344121	4.644948	24.367342	5.282784	-1.933950	-26.106065	370.156715	97.584749	NaN	NaN	2.458081	1.289010	1.398440	0.427981	7.071751	0.014181	0.001418	7.071751	0.031154	0.003115	6705.649902	260.647308	40111.937500	7.071751	0.008503	0.000850	7.071751	0.000151	0.000015	0.000000	0.000000	7.071751	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3590.678711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003612	0.000678	0.000041
7.079223	0.177320	0.026598	0.064359	0.009654	0.025066	0.003760	4.256681	4.643637	20.618198	5.261877	24.005638	26.434279	320.363470	94.835070	-3.900084	-10.801525	2.505362	1.313804	1.360399	0.416339	7.079223	0.014228	0.001423	7.079223	0.031676	0.003168	6713.121094	260.615265	40070.839844	7.079223	0.008535	0.000854	7.079223	0.000871	0.000087	0.000000	0.000000	7.079223	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	833.907104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003609	0.000677	0.000041
7.086694	0.185828	0.027874	0.064604	0.009691	0.025170	0.003775	3.832390	4.628449	18.647385	5.265636	20.623306	25.098523	288.642681	92.292602	-3.911290	-11.992164	2.611825	1.369633	1.359912	0.416190	7.086694	0.014198	0.001420	7.086694	0.031372	0.003137	6720.592773	260.583191	40029.742187	7.086694	0.008548	0.000855	7.086694	0.001181	0.000118	0.000000	0.000000	7.086694	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	241.854935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003606	0.000676	0.000041
7.094166	0.187844	0.028177	0.065447	0.009817	0.025212	0.003782	7.357516	4.671006	7.097232	5.187740	39.168250	25.551079	108.442786	80.918347	0.089036	0.213093	2.606444	1.366811	1.376213	0.421179	7.094166	0.014212	0.001421	7.094166	0.031529	0.003153	6728.064453	260.547272	39989.730469	7.094166	0.008562	0.000856	7.094166	0.001496	0.000150	0.000000	0.000000	7.094166	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	144.342392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003603	0.000676	0.000041
7.101637	0.179620	0.026943	0.066891	0.010034	0.024994	0.003749	5.492809	4.696079	11.326184	5.290640	30.580104	26.543811	169.323474	83.071625	-1.788953	-4.308412	2.441832	1.280489	1.420228	0.434649	7.101637	0.014236	0.001424	7.101637	0.031810	0.003181	6735.535645	260.501160	39952.558594	7.101637	0.008585	0.000858	7.101637	0.002015	0.000201	0.000000	0.000000	7.101637	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	145.194183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003600	0.000675	0.000041
7.109109	0.179997	0.026999	0.068011	0.010202	0.024888	0.003733	1.484362	4.739701	4.349467	5.260006	8.246612	26.361214	63.952508	77.933292	-2.657602	-22.431702	2.405953	1.261674	1.450329	0.443861	7.109109	0.014218	0.001422	7.109109	0.031628	0.003163	6743.007324	260.455078	39915.386719	7.109109	0.008576	0.000858	7.109109	0.001856	0.000186	0.000000	0.000000	7.109109	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	171.328491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003597	0.000675	0.000041
7.116580	0.179224	0.026884	0.069376	0.010406	0.024913	0.003737	11.676844	4.453720	0.907881	5.197008	65.152137	26.702618	13.086314	74.936060	6.314184	89.548329	2.346183	1.230331	1.477540	0.452189	7.116580	0.014152	0.001415	7.116580	0.030936	0.003094	6750.478516	260.408997	39878.214844	7.116580	0.008558	0.000856	7.116580	0.001465	0.000146	0.000000	0.000000	7.116580	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	580.443054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003594	0.000674	0.000041
7.124052	0.180912	0.027137	0.070582	0.010587	0.024815	0.003722	9.380327	4.422208	4.258241	5.173832	51.850197	25.651457	60.330174	73.858634	1.952307	6.289798	2.326755	1.220143	1.508089	0.461538	7.124052	0.014147	0.001415	7.124052	0.030896	0.003090	6757.950195	260.362885	39841.042969	7.124052	0.008566	0.000857	7.124052	0.001652	0.000165	0.000000	0.000000	7.124052	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	268.808136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003592	0.000674	0.000041
7.131523	0.172890	0.025934	0.069806	0.010471	0.024684	0.003703	6.545331	4.481734	2.298815	5.161422	37.858296	26.537146	32.931668	74.104752	2.586629	15.009427	2.241990	1.175693	1.499794	0.459000	7.131523	0.014193	0.001419	7.131523	0.031406	0.003141	6765.421387	260.316803	39803.875000	7.131523	0.008554	0.000855	7.131523	0.001385	0.000138	0.000000	0.000000	7.131523	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.498613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003589	0.000673	0.000041
7.138995	0.166546	0.024982	0.068937	0.010341	0.024774	0.003716	2.777093	4.503098	2.011213	5.158060	16.674629	27.153595	29.174692	74.950793	0.797643	5.982952	2.180530	1.143463	1.476421	0.451847	7.138995	0.014216	0.001422	7.138995	0.031670	0.003167	6772.893066	260.270721	39766.699219	7.138995	0.008557	0.000856	7.138995	0.001467	0.000147	0.000000	0.000000	7.138995	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	26.630297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003586	0.000673	0.000041
7.146466	0.168447	0.025267	0.068294	0.010244	0.024902	0.003735	5.555894	4.500749	0.372273	5.155714	32.983006	27.173240	5.451038	75.497297	6.681864	229.150069	2.231748	1.170322	1.455476	0.445436	7.146466	0.014260	0.001426	7.146466	0.032158	0.003216	6780.364258	260.224609	39729.531250	7.146466	0.008566	0.000857	7.146466	0.001648	0.000165	0.000000	0.000000	7.146466	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	48.402130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003584	0.000672	0.000041
7.153937	0.160142	0.024021	0.067384	0.010108	0.024758	0.003714	3.380435	4.538798	1.730009	5.145264	21.109019	28.518703	25.674049	76.454898	1.655958	13.357985	2.139933	1.122174	1.444507	0.442079	7.153937	0.014248	0.001425	7.153937	0.032055	0.003206	6787.835937	260.178528	39692.359375	7.153937	0.008575	0.000858	7.153937	0.001842	0.000184	0.000000	0.000000	7.153937	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	194.960358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003581	0.000672	0.000041
7.161409	0.159527	0.023929	0.067770	0.010165	0.024695	0.003704	1.894450	4.543545	0.904560	5.138417	11.875441	28.537060	13.347573	75.848260	1.827412	27.854913	2.116299	1.109780	1.456416	0.445724	7.161409	0.014205	0.001420	7.161409	0.031612	0.003161	6795.307129	260.132446	39655.187500	7.161409	0.008538	0.000854	7.161409	0.001043	0.000104	0.000000	0.000000	7.161409	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-43.848991	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003578	0.000671	0.000041
7.168880	0.156577	0.023487	0.066976	0.010046	0.024665	0.003700	1.633324	4.542459	0.081800	5.127492	10.431453	29.053217	1.221327	76.556957	7.401496	1148.026701	2.099266	1.100849	1.441184	0.441063	7.168880	0.014224	0.001422	7.168880	0.031839	0.003184	6802.778809	260.086334	39618.015625	7.168880	0.008515	0.000852	7.168880	0.000549	0.000055	0.000000	0.000000	7.168880	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.957918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003575	0.000671	0.000041
7.176352	0.153549	0.023032	0.067294	0.010094	0.024671	0.003701	7.380223	4.532920	-9.000747	5.119456	48.064320	30.388642	-133.753068	-78.677296	NaN	NaN	2.039306	1.069406	1.447664	0.443046	7.176352	0.014278	0.001428	7.176352	0.032446	0.003245	6810.250488	260.040253	39580.843750	7.176352	0.008546	0.000855	7.176352	0.001231	0.000123	0.000000	0.000000	7.176352	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-88.042404	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003573	0.000670	0.000041
7.183823	0.149578	0.022437	0.067525	0.010129	0.024627	0.003694	3.598212	4.546543	-15.277056	5.072536	24.055776	30.609250	-226.243157	-82.430812	NaN	NaN	1.966056	1.030994	1.455183	0.445347	7.183823	0.014290	0.001429	7.183823	0.032603	0.003260	6817.721680	259.994141	39543.671875	7.183823	0.008587	0.000859	7.183823	0.002111	0.000211	0.000000	0.000000	7.183823	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	159.106918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003570	0.000670	0.000041
7.191295	0.150598	0.022590	0.068625	0.010294	0.024475	0.003671	4.759622	4.560077	-9.224364	5.171525	31.604790	30.648639	-134.416902	-78.009813	NaN	NaN	1.942911	1.018857	1.487421	0.455213	7.191295	0.014302	0.001430	7.191295	0.032765	0.003277	6825.193359	259.948059	39506.500000	7.191295	0.008568	0.000857	7.191295	0.001704	0.000170	0.000000	0.000000	7.191295	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	159.748459	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003567	0.000669	0.000041
7.198766	0.159950	0.023993	0.068398	0.010260	0.024554	0.003683	7.388835	4.543801	-11.441768	5.169654	46.194654	29.240510	-167.282745	-79.638546	NaN	NaN	2.100042	1.101256	1.478018	0.452335	7.198766	0.014229	0.001423	7.198766	0.032003	0.003200	6832.664551	259.901978	39469.332031	7.198766	0.008570	0.000857	7.198766	0.001742	0.000174	0.000000	0.000000	7.198766	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	197.621567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003564	0.000669	0.000040
7.206238	0.161560	0.024234	0.069288	0.010393	0.024574	0.003686	9.509746	4.537842	-9.491760	5.203802	58.862134	29.442771	-136.989992	-77.864282	NaN	NaN	2.092829	1.097473	1.495492	0.457683	7.206238	0.014240	0.001424	7.206238	0.032149	0.003215	6840.136230	259.855865	39432.156250	7.206238	0.008564	0.000856	7.206238	0.001610	0.000161	0.000000	0.000000	7.206238	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	448.877228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003562	0.000668	0.000040
7.213709	0.161585	0.024238	0.069300	0.010395	0.024627	0.003694	12.289393	4.517273	-14.508308	5.208661	76.055115	30.194104	-209.355910	-81.457963	NaN	NaN	2.092803	1.097459	1.492602	0.456799	7.213709	0.014216	0.001422	7.213709	0.031913	0.003191	6847.607422	259.809784	39394.988281	7.213709	0.008584	0.000858	7.213709	0.002023	0.000202	0.000000	0.000000	7.213709	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	356.407654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003559	0.000668	0.000040
7.221181	0.165833	0.024875	0.069873	0.010481	0.024952	0.003743	7.556093	4.461437	-1.090511	5.573961	45.564460	27.757776	-15.606948	-79.806567	NaN	NaN	2.136566	1.120408	1.485572	0.454647	7.221181	0.014263	0.001426	7.221181	0.032461	0.003246	6855.079102	259.763702	39357.816406	7.221181	0.008590	0.000859	7.221181	0.002147	0.000215	0.000000	0.000000	7.221181	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	213.442352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003556	0.000667	0.000040
