Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	vol. depol 1064	error	partdepol height	part. depol 355	error	part. depol 1064	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)
24.186759	411.951908	0.000000	7.171768	0.000000	0.234296	0.000000	22657.354948	0.000000	394.447258	0.000000	55.000000	0.000000	55.000000	0.000000	10.013590	0.000000	10.013590	0.000000	4.935925	0.000000	24.186759	-0.151305	-0.015131	24.186759	-0.138190	-0.013819	24.186759	214.524643	2735.817627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.186759	NaN	24.276417	NaN	NaN	-75.864618	-0.000191	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.216645	-7.577036	0.000000	2.068379	0.000000	0.050697	0.000000	-416.736953	0.000000	113.760846	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.350457	0.000000	24.216645	-0.225933	-0.022593	24.216645	-0.226706	-0.022671	24.216645	214.570816	2722.622559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.216645	NaN	24.306303	NaN	NaN	-76.617450	-0.000188	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.246531	67.217873	0.000000	2.512711	0.000000	0.008553	0.000000	3696.982990	0.000000	138.199104	0.000000	55.000000	0.000000	55.000000	0.000000	8.124519	0.000000	8.124519	0.000000	8.198677	0.000000	24.246531	-0.163401	-0.016340	24.246531	-0.162108	-0.016211	24.246531	214.617004	2709.428467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.246531	NaN	24.336189	NaN	NaN	-76.395385	-0.000185	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.276417	2335.082675	0.000000	0.636114	0.000000	-0.118487	0.000000	128429.547098	0.000000	34.986290	0.000000	55.000000	0.000000	55.000000	0.000000	20.290873	0.000000	20.290873	0.000000	NaN	NaN	24.276417	-0.184630	-0.018463	24.276417	-0.195622	-0.019562	24.276417	214.664276	2696.430420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.276417	NaN	24.366075	NaN	NaN	-77.360940	-0.000181	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.306303	2549.246058	0.000000	-0.593524	0.000000	-0.048084	0.000000	140208.533174	0.000000	-32.643794	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	3.625684	0.000000	24.306303	-0.129051	-0.012905	24.306303	-0.129940	-0.012994	24.306303	214.714294	2683.925537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.306303	NaN	24.395961	NaN	NaN	-77.065351	-0.000217	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.336189	2315.295336	0.000000	0.009821	0.000000	-0.105126	0.000000	127341.243468	0.000000	0.540152	0.000000	55.000000	0.000000	55.000000	0.000000	30.580333	0.000000	30.580333	0.000000	NaN	NaN	24.336189	0.104852	0.010485	24.336189	0.104237	0.010424	24.336189	214.764313	2671.421387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.336189	NaN	24.425846	NaN	NaN	-76.964840	-0.000156	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.366075	-263.168483	0.000000	-2.574899	0.000000	-0.162285	0.000000	-14474.266573	0.000000	-141.619462	0.000000	55.000000	0.000000	55.000000	0.000000	11.438047	0.000000	11.438047	0.000000	3.987910	0.000000	24.366075	0.113181	0.011318	24.366075	0.115707	0.011571	24.366075	214.814331	2658.916504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.366075	NaN	24.455732	NaN	NaN	-77.140728	-0.000071	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.395960	-94.644500	0.000000	-1.187600	0.000000	-0.176958	0.000000	-5205.447496	0.000000	-65.317982	0.000000	55.000000	0.000000	55.000000	0.000000	10.823030	0.000000	10.823030	0.000000	2.746569	0.000000	24.395960	-0.000613	-0.000061	24.395960	-0.000077	-0.000008	24.395960	214.864349	2646.412354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.395960	NaN	24.485618	NaN	NaN	-76.225647	-0.000030	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.425846	2.971841	0.000000	0.783781	0.000000	-0.134136	0.000000	163.451262	0.000000	43.107970	0.000000	55.000000	0.000000	55.000000	0.000000	3.294740	0.000000	3.294740	0.000000	NaN	NaN	24.425846	-0.030487	-0.003049	24.425846	-0.030153	-0.003015	24.425846	214.914368	2633.907471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.425846	NaN	24.515504	NaN	NaN	-76.473318	-0.000044	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.455732	106.726310	0.000000	0.934929	0.000000	-0.033630	0.000000	5869.947040	0.000000	51.421087	0.000000	55.000000	0.000000	55.000000	0.000000	11.711376	0.000000	11.711376	0.000000	NaN	NaN	24.455732	-0.242933	-0.024293	24.455732	-0.244108	-0.024411	24.455732	214.964386	2621.403564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.455732	NaN	24.545390	NaN	NaN	-75.803858	-0.000113	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.485618	26.566526	0.000000	1.056103	0.000000	0.081339	0.000000	1461.158953	0.000000	58.085682	0.000000	55.000000	0.000000	55.000000	0.000000	7.972463	0.000000	7.972463	0.000000	3.698665	0.000000	24.485618	-0.262542	-0.026254	24.485618	-0.178123	-0.017812	24.485618	215.014404	2608.898682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.485618	NaN	24.575275	NaN	NaN	-75.746630	-0.000199	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.515503	215.196326	0.000000	4.927982	0.000000	0.139244	0.000000	11835.797932	0.000000	271.039011	0.000000	55.000000	0.000000	55.000000	0.000000	9.335924	0.000000	9.335924	0.000000	5.145312	0.000000	24.515503	-0.361471	-0.036147	24.515503	-0.359082	-0.035908	24.515503	215.060425	2596.525391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.515503	NaN	24.605161	NaN	NaN	-75.670691	-0.000201	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.545389	-120.003026	0.000000	11.647832	0.000000	0.067089	0.000000	-6600.166435	0.000000	640.630738	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	7.439769	0.000000	24.545389	-0.165027	-0.016503	24.545389	-0.165397	-0.016540	24.545389	215.096573	2584.474121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.545389	NaN	24.635047	NaN	NaN	-75.549751	-0.000212	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.575275	-151.325603	0.000000	14.727695	0.000000	0.038290	0.000000	-8322.908158	0.000000	810.023209	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	8.587332	0.000000	24.575275	-0.054555	-0.005456	24.575275	-0.054703	-0.005470	24.575275	215.132721	2572.423828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.575275	NaN	24.664933	NaN	NaN	-75.933248	-0.000237	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.605161	-270.958599	0.000000	8.687835	0.000000	0.009516	0.000000	-14902.722970	0.000000	477.830928	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	9.834463	0.000000	24.605161	-1.393499	-0.139350	24.605161	-1.386591	-0.138659	24.605161	215.168884	2560.372803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.605161	NaN	24.694819	NaN	NaN	-76.544538	0.000016	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.635048	-71.558969	0.000000	0.018971	0.000000	0.053275	0.000000	-3935.743274	0.000000	1.043382	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	-1.489689	0.000000	24.635048	-1.021609	-0.102161	24.635048	-1.021046	-0.102105	24.635048	215.205032	2548.321777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.635048	NaN	24.724705	NaN	NaN	-77.263570	0.000263	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.664933	-26.822221	0.000000	-1.208307	0.000000	0.068033	0.000000	-1475.222164	0.000000	-66.456892	0.000000	55.000000	0.000000	55.000000	0.000000	7.663321	0.000000	7.663321	0.000000	NaN	NaN	24.664933	-1.191863	-0.119186	24.664933	-1.193854	-0.119385	24.664933	215.241180	2536.271484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.664933	NaN	24.754590	NaN	NaN	-78.702767	0.000440	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.694819	-87.100070	0.000000	-1.918140	0.000000	-0.005294	0.000000	-4790.503838	0.000000	-105.497673	0.000000	55.000000	0.000000	55.000000	0.000000	9.432533	0.000000	9.432533	0.000000	8.501131	0.000000	24.694819	-0.056282	-0.005628	24.694819	-0.064060	-0.006406	24.694819	215.277344	2524.220215	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.694819	NaN	24.784476	NaN	NaN	-80.019599	0.000519	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.724704	-93.993335	0.000000	3.254602	0.000000	-0.078779	0.000000	-5169.633409	0.000000	179.003116	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	24.724704	-0.373871	-0.037387	24.724704	-0.280220	-0.028022	24.724704	215.313492	2512.169922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.724704	NaN	24.814362	NaN	NaN	-81.855854	0.000490	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.754590	-51.984107	0.000000	-2.426883	0.000000	-0.196684	0.000000	-2859.125883	0.000000	-133.478550	0.000000	55.000000	0.000000	55.000000	0.000000	7.575119	0.000000	7.575119	0.000000	3.625151	0.000000	24.754590	-0.239056	-0.023906	24.754590	-0.240042	-0.024004	24.754590	215.349640	2500.118896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.754590	NaN	24.844248	NaN	NaN	-83.346498	0.000345	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.784476	-43.634306	0.000000	5.868395	0.000000	-0.123012	0.000000	-2399.886823	0.000000	322.761707	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	24.784476	0.014979	0.001498	24.784476	0.014950	0.001495	24.784476	215.396759	2488.946289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.784476	NaN	24.874134	NaN	NaN	-85.167744	0.000076	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.814362	106.912891	0.000000	1.701688	0.000000	-0.078835	0.000000	5880.209014	0.000000	93.592847	0.000000	55.000000	0.000000	55.000000	0.000000	10.235181	0.000000	10.235181	0.000000	NaN	NaN	24.814362	-0.066744	-0.006674	24.814362	-0.066881	-0.006688	24.814362	215.444000	2477.781738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.814362	NaN	24.904020	NaN	NaN	-85.461901	-0.000173	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.844248	251.038452	0.000000	7.019068	0.000000	-0.064582	0.000000	13807.114859	0.000000	386.048727	0.000000	55.000000	0.000000	55.000000	0.000000	8.842394	0.000000	8.842394	0.000000	NaN	NaN	24.844248	-0.114085	-0.011408	24.844248	-0.112302	-0.011230	24.844248	215.491226	2466.617920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.844248	NaN	24.933906	NaN	NaN	-85.782132	-0.000170	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.874134	131.510573	0.000000	-2.578506	0.000000	-0.034630	0.000000	7233.081492	0.000000	-141.817820	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	6.218364	0.000000	24.874134	-0.047400	-0.004740	24.874134	-0.043893	-0.004389	24.874134	215.538467	2455.453369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.874134	NaN	24.963791	NaN	NaN	-86.627331	-0.000166	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.904020	26.650294	0.000000	3.287064	0.000000	-0.019727	0.000000	1465.766171	0.000000	180.788495	0.000000	55.000000	0.000000	55.000000	0.000000	5.173480	0.000000	5.173480	0.000000	NaN	NaN	24.904020	-0.011215	-0.001122	24.904020	-0.011016	-0.001102	24.904020	215.585709	2444.288818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.904020	NaN	24.993677	NaN	NaN	-87.187648	-0.000162	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.933906	-130.494008	0.000000	-3.298363	0.000000	0.039554	0.000000	-7177.170447	0.000000	-181.409975	0.000000	55.000000	0.000000	55.000000	0.000000	9.091885	0.000000	9.091885	0.000000	NaN	NaN	24.933906	0.081211	0.008121	24.933906	0.081487	0.008149	24.933906	215.632935	2433.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.933906	NaN	25.023563	NaN	NaN	-87.455079	-0.000159	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.963792	74.505751	0.000000	-2.723221	0.000000	-0.050012	0.000000	4097.816322	0.000000	-149.777174	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.766901	0.000000	24.963792	-1.006390	-0.100639	24.963792	-1.006405	-0.100641	24.963792	215.680161	2421.960205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.963792	NaN	25.053449	NaN	NaN	-87.427983	-0.000157	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24.993677	-58.380208	0.000000	-10.510384	0.000000	-0.049935	0.000000	-3210.911467	0.000000	-578.071095	0.000000	55.000000	0.000000	55.000000	0.000000	4.238577	0.000000	4.238577	0.000000	7.717543	0.000000	24.993677	-1.021447	-0.102145	24.993677	-1.021918	-0.102192	24.993677	215.727402	2410.796387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.993677	NaN	25.083335	NaN	NaN	-87.934263	-0.000153	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.023563	-63.726480	0.000000	-4.790128	0.000000	0.025277	0.000000	-3504.956394	0.000000	-263.457045	0.000000	55.000000	0.000000	55.000000	0.000000	6.397722	0.000000	6.397722	0.000000	NaN	NaN	25.023563	-1.066269	-0.106627	25.023563	-1.066666	-0.106667	25.023563	215.774628	2399.631836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.023563	NaN	25.113220	NaN	NaN	-88.145451	-0.000150	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.053449	-128.877696	0.000000	-6.996268	0.000000	0.236694	0.000000	-7088.273278	0.000000	-384.794748	0.000000	55.000000	0.000000	55.000000	0.000000	7.202230	0.000000	7.202230	0.000000	NaN	NaN	25.053449	-0.030818	-0.003082	25.053449	-0.030308	-0.003031	25.053449	215.821869	2388.468018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.053449	NaN	25.143106	NaN	NaN	-88.896097	-0.000146	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.083335	16.807822	0.000000	-0.311715	0.000000	0.282325	0.000000	924.430227	0.000000	-17.144321	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	25.083335	-0.037883	-0.003788	25.083335	-0.037660	-0.003766	25.083335	215.869095	2377.303467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.083335	NaN	25.172992	NaN	NaN	-88.503337	-0.000147	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.113220	0.561506	0.000000	5.462597	0.000000	0.145966	0.000000	30.882804	0.000000	300.442839	0.000000	55.000000	0.000000	55.000000	0.000000	-5.624014	0.000000	-5.624014	0.000000	5.225886	0.000000	25.113220	-0.014895	-0.001490	25.113220	-0.014979	-0.001498	25.113220	215.916336	2366.139648	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.113220	NaN	25.202878	NaN	NaN	-89.006634	-0.000103	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.143106	0.958723	0.000000	5.097858	0.000000	-0.142136	0.000000	52.729783	0.000000	280.382177	0.000000	55.000000	0.000000	55.000000	0.000000	-4.130697	0.000000	-4.130697	0.000000	NaN	NaN	25.143106	-0.097799	-0.009780	25.143106	-0.098114	-0.009811	25.143106	215.963562	2354.975098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.143106	NaN	25.232764	NaN	NaN	-88.013753	0.000058	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.172992	44.701687	0.000000	0.197133	0.000000	-0.279111	0.000000	2458.592810	0.000000	10.842297	0.000000	55.000000	0.000000	55.000000	0.000000	13.408022	0.000000	13.408022	0.000000	NaN	NaN	25.172992	0.007035	0.000704	25.172992	0.007027	0.000703	25.172992	216.010803	2343.811279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.172992	NaN	25.262650	NaN	NaN	-87.314846	0.000186	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.202878	-19.237916	0.000000	-3.984262	0.000000	-0.172512	0.000000	-1058.085363	0.000000	-219.134421	0.000000	55.000000	0.000000	55.000000	0.000000	3.892289	0.000000	3.892289	0.000000	4.529543	0.000000	25.202878	-0.143327	-0.014333	25.202878	-0.141551	-0.014155	25.202878	216.058029	2332.646484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.202878	NaN	25.292536	NaN	NaN	-87.015003	0.000236	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.232764	-29.058705	0.000000	-1.045559	0.000000	0.041383	0.000000	-1598.228785	0.000000	-57.505724	0.000000	55.000000	0.000000	55.000000	0.000000	8.218926	0.000000	8.218926	0.000000	NaN	NaN	25.232764	-0.254162	-0.025416	25.232764	-0.260277	-0.026028	25.232764	216.105270	2321.481934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.232764	NaN	25.322421	NaN	NaN	-85.599770	0.000192	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.262650	-124.581273	0.000000	0.574049	0.000000	0.010062	0.000000	-6851.969991	0.000000	31.572692	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.834118	0.000000	25.262650	-0.453680	-0.045368	25.262650	-0.443985	-0.044398	25.262650	216.152496	2310.318115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.262650	NaN	25.352307	NaN	NaN	-85.628163	0.000069	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.292536	63.951299	0.000000	-3.876622	0.000000	-0.051309	0.000000	3517.321441	0.000000	-213.214224	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	6.239442	0.000000	25.292536	-0.312051	-0.031205	25.292536	-0.318827	-0.031883	25.292536	216.199738	2299.153564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.292536	NaN	25.382193	NaN	NaN	-84.795197	-0.000096	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.322421	0.433137	0.000000	-4.038342	0.000000	-0.235715	0.000000	23.822538	0.000000	-222.108825	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.098648	0.000000	25.322421	-1.060937	-0.106094	25.322421	-1.061190	-0.106119	25.322421	216.246964	2287.989746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.322421	NaN	25.412079	NaN	NaN	-84.838355	-0.000147	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.352307	115.377694	0.000000	-1.213507	0.000000	0.150222	0.000000	6345.773191	0.000000	-66.742885	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	25.352307	-0.888169	-0.088817	25.352307	-0.885425	-0.088542	25.352307	216.294205	2276.825195	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.352307	NaN	25.441965	NaN	NaN	-85.066571	-0.000144	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.382193	-94.146685	0.000000	6.373521	0.000000	0.196488	0.000000	-5178.067690	0.000000	350.543656	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.019574	0.000000	25.382193	-0.804374	-0.080437	25.382193	-0.805098	-0.080510	25.382193	216.341431	2265.661377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.382193	NaN	25.471851	NaN	NaN	-85.815911	-0.000141	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.412079	-61.642587	0.000000	8.978021	0.000000	0.242412	0.000000	-3390.342274	0.000000	493.791147	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.210866	0.000000	25.412079	0.132135	0.013214	25.412079	0.132735	0.013273	25.412079	216.388672	2254.496826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.412079	NaN	25.501737	NaN	NaN	-86.279809	-0.000138	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.441965	-125.889906	0.000000	6.961254	0.000000	-0.004842	0.000000	-6923.944816	0.000000	382.868952	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	25.441965	0.155866	0.015587	25.441965	0.157156	0.015716	25.441965	216.435898	2243.332764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.441965	NaN	25.531622	NaN	NaN	-86.453365	-0.000135	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.471851	30.195178	0.000000	-5.291643	0.000000	-0.098526	0.000000	1660.734790	0.000000	-291.040359	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.747061	0.000000	25.471851	0.111956	0.011196	25.471851	0.113323	0.011332	25.471851	216.559280	2233.097900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.471851	NaN	25.561508	NaN	NaN	-86.335936	-0.000132	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.501737	28.143014	0.000000	-5.565678	0.000000	0.026550	0.000000	1547.865788	0.000000	-306.112292	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	25.501737	0.024503	0.002450	25.501737	0.024469	0.002447	25.501737	216.715073	2223.258789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.501737	NaN	25.591394	NaN	NaN	-86.744209	-0.000129	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.531622	26.075690	0.000000	-2.048815	0.000000	0.026749	0.000000	1434.162936	0.000000	-112.684846	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	25.531622	-0.044372	-0.004437	25.531622	-0.044772	-0.004477	25.531622	216.870850	2213.420166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.531622	NaN	25.621280	NaN	NaN	-87.686047	-0.000126	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25.561508	39.739789	0.000000	5.952994	0.000000	0.057623	0.000000	2185.688391	0.000000	327.414672	0.000000	55.000000	0.000000	55.000000	0.000000	4.693048	0.000000	4.693048	0.000000	6.690828	0.000000	25.561508	-0.078248	-0.007825	25.561508	-0.078484	-0.007848	25.561508	217.026642	2203.580811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	25.561508	NaN	25.651166	NaN	NaN	-87.508186	-0.000123	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
